CustomerID,Customer,CustomerCity,CustomerState,CustomerCountry,CustomerZipCode
667,Kwimbee,Monterey,CO,Israel,94648
668,Flashset,King City,CO,Gibraltar,17854-1005
669,Wikivu,Livermore,SC,Bahamas,92473
670,Feedfire,Irvine,MO,Bulgaria,47872-0735
671,JumpXS,Soledad,CA,Czech Republic,39425-4391
672,Tavu,Bellflower,WY,Andorra,82849
673,Jabberstorm,Encinitas,WV,Svalbard and Jan Mayen Islands,56751-1534
674,Photobug,Mendota,IA,Fiji,89623
675,Feedbug,Westlake Village,RI,US Minor Outlying Islands,78310-7724
676,Skinix,Suisun City,WY,Seychelles,42743-3708
677,Zoozzy,Monte Sereno,MA,Iceland,74175-5284
678,Wikizz,Pomona,UT,Palau,40765-0773
679,Meevee,Kerman,MN,Estonia,17485-3459
680,Vitz,Temecula,IN,Kazakhstan,82238
681,Eayo,Live Oak,UT,Pakistan,64626-4203
682,Mynte,Etna,WV,Zimbabwe,21794-8769
683,Aimbu,Willows,KS,Vietnam,21335-6781
684,Zoombox,San Bruno,VA,Pitcairn Island,81111
685,Devpulse,City of Commerce,IL,Ascension Island,55710
686,Mydo,Los Altos,KS,Spain,91204
687,Feedmix,Arcata,ME,Barbados,55243
688,Rhycero,Citrus Heights,TX,French Southern Territories,98092
689,Wordpedia,Winters,IL,Lithuania,86962-9184
690,Linktype,Orinda,NH,Cambodia,64394-7797
691,Buzzster,Lathrop,PA,United Kingdom,18820-3003
692,Shufflester,Paramount,CO,Saudia Arabia,29764-5799
693,Kimia,Lake Elsinore,MS,Uzbekistan,42914-0541
694,Brainsphere,Cathedral City,MS,Austria,21621-6597
695,Twinte,Taft,NH,Saint Helena,30352-4613
696,Meeveo,City of Commerce,DE,Algeria,81368-8638
697,Dynabox,Avalon,NH,Honduras,63012
698,Omba,Foster City,MA,Turkey,51356-5856
699,Quatz,Ione,MO,Bahamas,68492
700,Realpoint,Vacaville,NH,Sao Tome and Principe,88767
701,Realfire,Highland,AZ,Saint Kitts and Nevis,93060-9262
702,Dabfeed,Westminster,MA,Wallis and Futuna Islands,17719-1741
703,Tagfeed,San Marcos,IN,Equatorial Guinea,14168
704,Eare,La Palma,VT,Haiti,44831
705,Trupe,Upland,WI,New Zealand,66817
706,Jabbercube,Exeter,WV,Vietnam,72812
707,Divape,Perris,CO,Kiribati,16414
708,Meemm,Citrus Heights,AL,Dominican Republic,14634
709,Blogpad,Bellflower,TN,Nicaragua,49161
710,Twitternation,Etna,IL,Philippines,05055
711,Jayo,Soledad,LA,Kuwait,52185
712,Edgetag,San Anselmo,KS,Vietnam,08585
713,Rhynyx,Grand Terrace,DE,"Korea, North",22483
714,Flashpoint,Los Alamitos,AZ,Georgia,72875
715,Jayo,Salinas,AZ,Azerbaijan,65327-8315
716,Kwideo,Vacaville,NM,Norway,15975
717,Latz,Avalon,VA,Finland,75718
718,Agimba,Westminster,ND,Faroe Islands,34167-5701
719,Topicshots,Montague,NE,Trinidad and Tobago,99439-8284
720,Shufflebeat,Lincoln,IN,Papua New Guinea,79117
721,Jazzy,Taft,OH,Australia,57843-8631
722,Jaxworks,Morro Bay,MA,Monaco,79569-3962
723,Zoomcast,Exeter,WA,Senegal,15935-5140
724,Thoughtmix,La Verne,FL,Bahrain,49187-8072
725,Kwimbee,Ross,PA,Saint Martin,40096-2107
726,Aivee,Bellflower,LA,Spain,12278-8935
727,Mynte,Pleasanton,MA,Eritrea,92903
728,Feedfish,Gonzales,VT,Cape Verde,64257
729,Gigazoom,Solvang,RI,Barbados,29020-5179
730,Ainyx,Kingsburg,LA,Barbados,29745-9313
731,Yamia,Gardena,WA,Algeria,72426
732,Wikibox,La Puente,RI,Bolivia,51664
733,Trudoo,Merced,WY,Andorra,10898-7942
734,Myworks,Paso Robles,LA,Czech Republic,75085-0178
735,Yacero,Newman,SD,Haiti,14593
736,Devpoint,Portola Valley,TN,Cuba,06543-8320
737,BlogXS,Escalon,WV,Madagascar,20676
738,Oyoba,Fontana,LA,Kenya,48610-6273
739,Gabtype,Lancaster,MA,"Korea, North",10671-5839
740,Fivespan,Holtville,TX,Madagascar,69547-9293
741,Jaloo,Marysville,DE,Sweden,12803-4718
742,Twitterworks,Dana Point,OH,Sudan,68554
743,Flipbug,Vallejo,MI,Kuwait,93372-5288
744,Viva,Diamond Bar,GA,Antigua and Barbuda,88887-7534
745,Dynava,Madera,WV,Uruguay,67155
746,Devshare,Westlake Village,HI,Cote d'Ivoire,23944-2224
747,Realfire,Redondo Beach,IL,Guyana,25269-4324
748,Geba,Merced,HI,Albania,84548-5915
749,Npath,South Pasadena,AR,Peru,85392-8232
750,Vinder,Carmel-by-the-Sea,KY,Tonga,15518
751,Thoughtbeat,Moorpark,NM,"Congo, Republic of",42705-1301
752,Youtags,Redlands,AL,Åland,90816-9548
753,Rhyloo,King City,WV,Myanmar,88881
754,Fanoodle,Anderson,MI,Solomon Islands,19253-3378
755,Kazu,Alameda,NJ,Oman,31610
756,Voolith,Watsonville,IL,Seychelles,84238
757,Jabberstorm,Manteca,AK,Norway,01245
758,Skajo,Imperial,DE,Reunion,10344
759,Oodoo,Napa,WI,Haiti,07509
760,Zooveo,Westlake Village,SC,South Africa,10669-7006
761,Jaxworks,Paradise,ND,Luxembourg,70948-6814
762,Jetpulse,Manhattan Beach,WA,Israel,54672
763,Twitterlist,Redlands,AZ,Iran,46683-3089
764,Dynabox,Beaumont,DE,Croatia,11718-7185
765,Skipfire,Santa Maria,MO,Burkina Faso,27633
766,Jaloo,Cupertino,NY,Indonesia,69058-2332
767,Twitterbeat,Yorba Linda,WA,Slovenia,10701
768,Browsecat,Stanton,AR,Latvia,65093
769,Twinder,Indio,CA,Djibouti,07233-8682
770,Topicblab,Willits,TX,Cambodia,32256
771,Riffpedia,Lancaster,WA,Belize,68271
772,Avamm,Willits,WA,Norway,48226
773,Jaxnation,Marina,RI,Tanzania,79351
774,Trupe,Aliso Viejo,NE,Niue,55245
775,Feednation,Lindsay,ND,Belize,43606-4048
776,Yamia,Newark,AK,Peru,46718-6426
777,Yodel,Brentwood,VT,Angola,58480
778,Centizu,San Bruno,IN,Suriname,39533
779,Thoughtstorm,Bell Gardens,NM,"Congo, Democratic Republic of",07085
780,BlogXS,Palm Springs,NM,Macedonia,10672-9411
781,Quatz,Rohnert Park,KS,Taiwan,08866-5279
782,Divavu,Biggs,MI,Seychelles,14509-2101
783,Photobug,Oakley,MD,Peru,61438-7632
784,Linklinks,Lynwood,SC,Cape Verde,13450-2019
785,Skyndu,Gilroy,NC,Guam,50398-0559
786,Voolia,Salinas,DE,Yugoslavia,43774
787,Eadel,City of Industry,NY,Macedonia,33115
788,Meezzy,Oakdale,NV,Trinidad and Tobago,70416
789,Blogtag,Hollister,NV,South Georgia and the South Sandwich Islands,75703
790,Reallinks,Tulare,ME,Liechtenstein,12824-6970
791,Feedbug,Arvin,AZ,Bangladesh,79576-8527
792,Rooxo,Pleasanton,PA,Malawi,75963-9541
793,Twimm,Barstow,IN,Mauritius,02090
794,Yacero,Porterville,ND,Canada,53654-0881
795,Gabspot,Belmont,IA,Austria,78137
796,Jaxnation,Coronado,RI,Mauritania,48200
797,Kwilith,Tustin,VT,Burkina Faso,49068-2360
798,Photojam,Lynwood,MT,Liechtenstein,52708
799,Skinder,Clayton,VA,Malawi,58382-3004
800,Tagtune,Chico,IA,British Virgin Islands,83405-6940
801,Browsecat,San Mateo,NE,Kenya,91031
802,Twitterlist,San Diego,VT,Colombia,59633-7590
803,JumpXS,Lodi,GA,Papua New Guinea,89455-7628
804,Twitterbridge,Lindsay,AK,Mayotte,53852
805,Ntags,Dorris,SC,Netherlands Antilles,61019-9212
806,Meedoo,Salinas,MN,Nepal,12337
807,Latz,Calimesa,MN,Puerto Rico,88965-1500
808,Linkbuzz,San Anselmo,IL,Indonesia,21516
809,Browsecat,Pleasanton,MD,Japan,28843-7087
810,Yakitri,Rancho Cucamonga,NY,Mongolia,85310
811,Devpoint,Moreno Valley,ME,Ecuador,32610-3103
812,Photolist,Yreka,SD,Northern Mariana Islands,30451-6475
813,Browsetype,San Clemente,NH,Bulgaria,77768-5454
814,Jayo,Seal Beach,NM,Mauritius,55920-7550
815,Buzzdog,Canyon Lake,ID,Burkina Faso,02836-5683
816,Jayo,Concord,IN,British Virgin Islands,82936
817,Skajo,Eureka,VT,"Congo, Democratic Republic of",84783-9802
818,Twitterbridge,South El Monte,CT,Russia,94089-8669
819,Reallinks,Cotati,MT,Gibraltar,42892
820,Voonix,Chula Vista,MT,Djibouti,82112-3504
821,Gabspot,San Clemente,TN,Isle of Man,14426
822,Gabcube,Brawley,VA,Saint Kitts and Nevis,03129-8177
823,Twitterbeat,Artesia,AZ,Uganda,78145-7462
824,Zoombox,San Pablo,MI,Gabon,62214-4213
825,Jatri,San Mateo,SD,Rwanda,86687
826,Zazio,Duarte,VT,Malta,73311
827,Thoughtsphere,La Habra,IA,"Korea, North",58694-0865
828,Twitterlist,Paso Robles,IA,Brunei Darussalam,16650-4400
829,Voolia,Rio Dell,TX,Yemen,85497-0696
830,Jabberstorm,Palo Alto,MO,French Guiana,21474-7998
831,Tekfly,Lakewood,UT,Papua New Guinea,89783
832,Zoomcast,La Mirada,CO,Montenegro,45656-6470
833,Skiba,Avalon,MO,Honduras,17023
834,Katz,Artesia,SD,New Zealand,19523
835,Thoughtmix,Palo Alto,OK,Spain,59260-3886
836,Aibox,Tehama,NH,Romania,03721
837,Einti,King City,WV,Cayman Islands,01843-3632
838,Ainyx,Nevada City,FL,Sweden,36581-1266
839,Livefish,Culver City,MA,Guatemala,13965-2617
840,Yoveo,Napa,OR,British Virgin Islands,71912-7711
841,Roodel,Malibu,PA,Reunion,67803-0018
842,Yadel,Avalon,TN,Niue,50670-9606
843,Yodel,Lemoore,CA,Luxembourg,14597-0850
844,Dabjam,Taft,VA,France,29790-8093
845,Browsecat,Huron,IA,Venezuela,68387-5894
846,Ainyx,La Mesa,OR,Turkey,99467-2403
847,Bluezoom,Hermosa Beach,WA,"Korea, North",23312
848,Riffpath,San Diego,CT,Heard and McDonald Islands,13744
849,Linktype,Wheatland,MT,Grenada,60831
850,Realcube,San Carlos,MO,"Congo, Republic of",75824
851,Wikivu,Westlake Village,CA,Qatar,22322
852,Ainyx,Sand City,HI,Benin,91403
853,Yamia,San Joaquin,MI,Yemen,26848
854,Babbleopia,Sebastopol,IL,Algeria,58227-4197
855,Oyoloo,Morro Bay,KY,Macedonia,84373
856,Quatz,City of Commerce,AL,Chad,95008
857,Realmix,Del Mar,PA,Ghana,45472
858,Babbleset,Clearlake,NH,Mali,21052
859,Youspan,Stanton,AZ,Saint Helena,74882-0333
860,Vinte,Folsom,CT,Nauru,65909-1365
861,Twitterbridge,Coachella,AL,Japan,69510
862,Flipstorm,Riverbank,UT,Liechtenstein,90421
863,LiveZ,San Leandro,TN,Switzerland,00500
864,Skyba,Santa Barbara,WV,Puerto Rico,38689-0410
865,Wikivu,Burbank,SC,Liberia,24296-4825
866,Zoombeat,Martinez,NE,Cape Verde,16960-7164
867,Feedfire,Livermore,MD,San Marino,57755-6502
868,Zoonder,Fountain Valley,IA,Turkey,13846
869,Yakidoo,Inglewood,SC,Dominica,25827
870,Gigaclub,Vista,UT,Aruba,32638
871,Wordware,Carlsbad,NV,Montenegro,35946
872,Rhybox,Fowler,TX,Saint Helena,26934
873,Twitterwire,Tustin,NE,South Georgia and the South Sandwich Islands,62261
874,Zoovu,Folsom,MN,Iraq,34237
875,Skinder,Burlingame,NE,Mayotte,59347-8525
876,Roombo,Hillsborough,FL,Macedonia,09792
877,Fivebridge,Riverside,NJ,Burkina Faso,63492
878,Photobean,Loyalton,AK,Saint Barthelemy,75626-7355
879,Podcat,Willows,ND,Cote d'Ivoire,65774
880,Skyba,Montclair,AK,Burundi,29165
881,Dabvine,Hillsborough,MA,Kenya,12461-7941
882,Zoombox,Orange Cove,SD,Denmark,28803
883,Skibox,Davis,WY,Micronesia,43363
884,Devcast,Piedmont,RI,Liechtenstein,56895-2951
885,Centidel,Maywood,RI,Saint Barthelemy,10890-7508
886,Fadeo,Palm Springs,MS,Cayman Islands,03813-5503
887,Pixope,Chula Vista,IA,Mauritania,81196
888,Yabox,Pleasanton,DE,Denmark,03293-5423
889,Gabcube,Sutter Creek,CA,"Korea, North",75633
890,Kayveo,Del Mar,SC,Grenada,88188
891,Camimbo,Clovis,AL,Dominican Republic,78510-5531
892,Demimbu,Loma Linda,FL,Canada,43230
893,Jayo,Trinidad,HI,Costa Rica,38111
894,Pixonyx,San Juan Capistrano,HI,Latvia,60301-8290
895,Meevee,Sonoma,MA,Tunisia,78195
896,Fliptune,Covina,SC,Svalbard and Jan Mayen Islands,66093-6219
897,Quatz,Williams,MT,Dominica,87099-2479
898,Skipstorm,Westmorland,FL,Palau,54272-1962
899,Oloo,Portola Valley,GA,United Kingdom,99680-5809
900,Yodel,Loomis,OH,Nauru,14433
901,Quinu,Vacaville,WI,Belarus,44106-8881
902,Yacero,Patterson,WV,Canada,96462-0102
903,Skyvu,Yountville,RI,Kuwait,29176-6585
904,Jayo,Healdsburg,MN,Iran,99960-7349
905,Ailane,Lindsay,CO,Reunion,72383
906,Abata,Coronado,VT,Afghanistan,61214
907,Zooxo,Barstow,NV,Ethiopia,45027-5283
908,Eire,Encinitas,ND,Belarus,71386-8138
909,Devcast,Redlands,CO,Sri Lanka,23944-2110
910,Linkbridge,Atherton,MS,Angola,84119-4658
911,Ntag,Carpinteria,FL,Anguilla,23667
912,Katz,Live Oak,KS,Saint Helena,25946
913,Dynabox,St. Helena,AL,Switzerland,03017-7162
914,Edgeclub,Cudahy,UT,Kiribati,51120-0827
915,Twinder,Beverly Hills,VA,Moldova,82017-0204
916,Rooxo,Manteca,VT,Nicaragua,47147-2130
917,Wordtune,Temecula,OH,Mexico,62517-1471
918,Jabberstorm,Palo Alto,NM,Mali,11361-4349
919,Yambee,Rio Dell,WV,Belgium,57046-2861
920,Edgeblab,Pismo Beach,IN,Georgia,21259-6831
921,Izio,Sierra Madre,NE,Kiribati,67585-0150
922,Chatterbridge,Santa Barbara,KY,French Guiana,12784
923,Yombu,Long Beach,NC,Cape Verde,24231
924,Riffpath,Atascadero,MT,Turkey,54829
925,Rhycero,Solana Beach,TN,United Kingdom,54065-6742
926,Cogidoo,Claremont,ID,Jamaica,88848
927,Tekfly,Blue Lake,NC,US Minor Outlying Islands,66853-1494
928,Demivee,Imperial Beach,VT,Hong Kong,56530-4791
929,Buzzbean,Walnut,ND,Syria,63599-4281
930,Agivu,San Juan Capistrano,KY,Romania,58559
931,Skippad,Weed,FL,Seychelles,80590
932,Oyoyo,Eureka,ID,Trinidad and Tobago,76085
933,Voolith,Colusa,AZ,French Polynesia,62895-5272
934,Ailane,Calabasas,ME,Antigua and Barbuda,64751
935,JumpXS,Half Moon Bay,NY,Macedonia,67334-1445
936,Yakijo,San Dimas,NE,Zimbabwe,68770
937,Reallinks,Maricopa,IL,"Congo, Democratic Republic of",15758-4278
938,Edgeify,Morgan Hill,IN,Mali,70097
939,Babbleblab,Merced,VT,Eritrea,60174-7227
940,Voomm,Lemon Grove,MD,Uganda,39306
941,Npath,Pismo Beach,IN,Åland,06043-3823
942,Shufflebeat,Cloverdale,MO,Tuvalu,28271-7494
943,Yadel,Redwood City,SC,India,52422-4183
944,Centidel,Napa,DE,Eritrea,36514
945,Thoughtstorm,Hermosa Beach,IN,Suriname,56911
946,Brainlounge,Tiburon,ID,Burkina Faso,66202-5783
947,Gabtune,Brentwood,MA,Christmas Island,47018
948,Wikivu,La Puente,MN,Switzerland,77170-4624
949,Quinu,La Cañada Flintridge,MI,Nepal,09678
950,Digitube,Rancho Cordova,VA,Madagascar,42042-1157
951,Photolist,Bell Gardens,NY,Cape Verde,67040
952,Buzzbean,Fairfax,MT,Turks and Caicos Islands,74013-9634
953,Yacero,Dos Palos,WA,Equatorial Guinea,45628
954,Linklinks,South Gate,AZ,Northern Mariana Islands,94102
955,Eazzy,Imperial Beach,WA,Antigua and Barbuda,17926
956,Omba,San Jose,WY,Romania,45376
957,Voonder,Oakley,NH,Thailand,01006
958,Browsecat,Ferndale,OK,Cape Verde,26279
959,Brainverse,Grass Valley,MI,Colombia,29568
960,BlogXS,Manhattan Beach,CA,United States of America,46701-6344
961,Oyope,Los Altos Hills,AL,Sweden,71651-4299
962,Voomm,Huron,KY,Taiwan,92183
963,Twitternation,Redondo Beach,GA,Laos,12332-3000
964,Vinder,Laguna Woods,TX,Serbia,45001
965,Roodel,Wasco,CO,Kuwait,48650
966,Pixonyx,Isleton,WA,British Virgin Islands,91093
967,Browsezoom,Moraga,HI,Saudia Arabia,76598
968,Twimm,Sausalito,VA,Armenia,62763-3498
969,Thoughtbridge,Placentia,WV,Armenia,26398-1404
970,Shuffletag,San Luis Obispo,OK,Hong Kong,91881
971,Photobug,Tiburon,CT,Yemen,36852
972,Yodoo,Carmel-by-the-Sea,UT,Saint Lucia,26097-8803
973,Blogtag,Oakdale,WY,Namibia,62632
974,Skalith,Gridley,ND,Lebanon,78197-4909
975,Kwilith,Arroyo Grande,NC,Monaco,74066-5109
976,Buzzdog,Livingston,OH,Bosnia and Herzegovina,84605
977,Buzzbean,Paramount,SC,American Samoa,10441-8807
978,Zoombeat,Cathedral City,CA,Sao Tome and Principe,89114
979,Fatz,Sonora,MA,Cape Verde,12459
980,Youbridge,Calipatria,WV,Peru,93358-8821
981,Kayveo,Vacaville,FL,Svalbard and Jan Mayen Islands,40524
982,Linktype,Ceres,AR,Egypt,69814
983,Zoozzy,Gilroy,CA,Jersey,32402-6763
984,Mycat,Eureka,WI,Oman,77227-5725
985,Skinte,Orange,ME,India,50485-3087
986,Yacero,Novato,LA,Turks and Caicos Islands,24335
987,Zoombeat,Redding,GA,Nigeria,03537
988,Leenti,Walnut,WI,Burundi,29424
989,Eadel,Palm Desert,NJ,Trinidad and Tobago,98211
990,Geba,Capitola,IN,Philippines,03706
991,Shuffletag,Santa Monica,MD,Marshall Islands,82620
992,Minyx,Irwindale,CO,South Africa,70116
993,Photospace,Rancho Santa Margarita,NJ,Lebanon,97520-3984
994,Trupe,Gardena,NM,Bosnia and Herzegovina,64631-1880
995,Gevee,Santa Clarita,DE,Samoa,42746
996,Feedmix,National City,NV,Qatar,73841
997,JumpXS,Apple Valley,AZ,Saint Pierre and Miquelon,80874
998,Ntags,Marysville,MS,Saudia Arabia,38540-4565
999,Innotype,Holtville,GA,Libya,87748
